M,N,K,shape_class
1024,1536,2,grid
1024,1536,16,grid
1024,1536,32,grid
1024,1536,64,grid
1024,1536,127,grid
1024,1536,256,grid
1024,1536,384,grid
1024,1536,768,grid
1024,2048,2,grid
1024,2048,4,grid
1024,2048,16,grid
1024,2048,64,grid
1024,2048,96,grid
1024,2048,127,grid
1024,2048,128,grid
1024,2048,1024,grid
1024,2048,1536,grid
1024,4096,1,grid
1024,4096,2,grid
1024,4096,16,grid
1024,4096,32,grid
1024,4096,128,grid
1024,4096,192,grid
1024,4096,256,grid
1024,4096,384,grid
1024,4096,1536,grid
1024,4096,2048,grid
1024,4096,4096,grid
1025,1,1,tall
1025,8,8,tall
1025,16,16,tall
1025,64,64,tall
1025,128,128,tall
1025,256,256,tall
1025,1024,64,thinK
1027,2,1608,random
1028,22,7241,random
1032,1,1,tall
1032,8,8,tall
1032,16,16,tall
1032,64,64,tall
1032,128,128,tall
1032,256,256,tall
1032,1024,64,thinK
1039,3366,34,random
1044,1,26,random
1044,13,6350,random
1057,1,1,tall
1057,8,8,tall
1057,16,16,tall
1057,64,64,tall
1057,128,128,tall
1057,256,256,tall
1057,1024,64,thinK
1068,2,1,random
1071,3,1063,random
1072,872,202,random
1077,169,528,random
1081,26,100,random
1088,1,1,tall
1088,8,8,tall
1088,16,16,tall
1088,64,64,tall
1088,128,128,tall
1088,256,256,tall
1088,1024,64,thinK
1090,208,4,random
1099,49,25,random
1100,1,32,random
1102,27,13,random
1104,96,1713,random
1106,136,147,random
1114,37,91,random
1114,840,5,random
1114,1215,14,random
1120,1,1,tall
1120,8,8,tall
1120,16,16,tall
1120,64,64,tall
1120,128,128,tall
1120,256,256,tall
1120,1024,64,thinK
1122,3,322,random
1122,541,44,random
1148,23,152,random
1151,1,1,tall
1151,8,8,tall
1151,16,16,tall
1151,64,64,tall
1151,128,128,tall
1151,256,256,tall
1151,1024,64,thinK
1154,2033,84,random
1157,224,7317,random
1164,2,738,random
1168,15,73,random
1172,1979,191,random
1174,6,4,random
1175,4,1,random
1184,40,33,random
1198,460,6290,random
1202,1374,5772,random
1211,1223,2,random
1235,2071,2,random
1243,762,126,random
1246,33,197,random
1249,1606,12,random
1261,2349,3,random
1263,19,55,random
1271,4,10,random
1272,2,250,random
1273,1,3107,random
1276,2472,9,random
1277,1,2210,random
1289,18,61,random
1292,801,669,random
1293,1,21,random
1299,56,36,random
1311,233,899,random
1316,8029,62,random
1327,241,22,random
1331,614,1,random
1349,7,113,random
1393,58,3,random
1403,4,3,random
1414,140,1,random
1425,737,1,random
1429,202,6279,random
1444,51,31,random
1447,915,6524,random
1447,6273,357,random
1449,106,3329,random
1450,36,4920,random
1460,82,57,random
1462,3743,23,random
1464,5079,24,random
1465,6773,63,random
1475,146,19,random
1476,959,287,random
1479,2,322,random
1481,3393,16,random
1482,107,1186,random
1485,4,234,random
1498,11,34,random
1499,215,449,random
1501,280,2246,random
1502,1,7540,random
1511,5,8149,random
1519,2,47,random
1523,6,11,random
1526,452,10,random
1530,3947,329,random
1536,1,1,grid
1536,1,4,grid
1536,1,32,grid
1536,1,96,grid
1536,1,128,grid
1536,1,129,grid
1536,1,384,grid
1536,1,512,grid
1536,1,1024,grid
1536,1,2048,grid
1536,1,4096,grid
1536,2,1,grid
1536,2,16,grid
1536,2,129,grid
1536,2,256,grid
1536,2,257,grid
1536,2,384,grid
1536,2,768,grid
1536,4,4,grid
1536,4,8,grid
1536,4,16,grid
1536,4,32,grid
1536,4,96,grid
1536,4,127,grid
1536,4,128,grid
1536,4,129,grid
1536,4,257,grid
1536,4,512,grid
1536,4,1024,grid
1536,4,1536,grid
1536,4,2048,grid
1536,8,1,grid
1536,8,4,grid
1536,8,16,grid
1536,8,32,grid
1536,8,127,grid
1536,8,128,grid
1536,8,192,grid
1536,8,257,grid
1536,8,4096,grid
1536,16,1,grid
1536,16,16,grid
1536,16,64,grid
1536,16,96,grid
1536,16,128,grid
1536,16,192,grid
1536,16,256,grid
1536,16,512,grid
1536,16,1536,grid
1536,16,4096,grid
1536,32,1,grid
1536,32,2,grid
1536,32,4,grid
1536,32,32,grid
1536,32,64,grid
1536,32,128,grid
1536,32,129,grid
1536,32,192,grid
1536,32,257,grid
1536,32,1024,grid
1536,32,1536,grid
1536,32,2048,grid
1536,32,4096,grid
1536,64,2,grid
1536,64,4,grid
1536,64,16,grid
1536,64,32,grid
1536,64,64,grid
1536,64,96,grid
1536,64,127,grid
1536,64,129,grid
1536,64,192,grid
1536,64,512,grid
1536,64,1024,grid
1536,64,2048,grid
1536,96,2,grid
1536,96,4,grid
1536,96,8,grid
1536,96,16,grid
1536,96,64,grid
1536,96,96,grid
1536,96,128,grid
1536,96,192,grid
1536,96,256,grid
1536,96,768,grid
1536,127,2,grid
1536,127,8,grid
1536,127,16,grid
1536,127,32,grid
1536,127,96,grid
1536,127,257,grid
1536,127,512,grid
1536,127,768,grid
1536,128,1,grid
1536,128,4,grid
1536,128,16,grid
1536,128,32,grid
1536,128,64,grid
1536,128,96,grid
1536,128,128,grid
1536,128,256,grid
1536,128,384,grid
1536,128,1024,grid
1536,128,1536,grid
1536,129,2,grid
1536,129,4,grid
1536,129,8,grid
1536,129,16,grid
1536,129,32,grid
1536,129,64,grid
1536,129,96,grid
1536,129,127,grid
1536,129,192,grid
1536,129,257,grid
1536,129,768,grid
1536,129,2048,grid
1536,129,4096,grid
1536,192,2,grid
1536,192,8,grid
1536,192,16,grid
1536,192,127,grid
1536,192,256,grid
1536,192,257,grid
1536,192,384,grid
1536,192,768,grid
1536,192,2048,grid
1536,256,4,grid
1536,256,16,grid
1536,256,32,grid
1536,256,128,grid
1536,256,192,grid
1536,256,256,grid
1536,256,768,grid
1536,256,1024,grid
1536,257,1,grid
1536,257,2,grid
1536,257,64,grid
1536,257,96,grid
1536,257,127,grid
1536,257,256,grid
1536,257,257,grid
1536,257,384,grid
1536,257,768,grid
1536,257,1024,grid
1536,257,2048,grid
1536,257,4096,grid
1536,384,2,grid
1536,384,4,grid
1536,384,32,grid
1536,384,64,grid
1536,384,127,grid
1536,384,256,grid
1536,384,257,grid
1536,384,512,grid
1536,384,768,grid
1536,384,1536,grid
1536,384,2048,grid
1536,512,1,grid
1536,512,16,grid
1536,512,32,grid
1536,512,128,grid
1536,512,129,grid
1536,512,192,grid
1536,512,384,grid
1536,512,768,grid
1536,512,1024,grid
1536,512,1536,grid
1536,512,2048,grid
1536,512,4096,grid
1536,768,8,grid
1536,768,129,grid
1536,768,192,grid
1536,768,256,grid
1536,768,257,grid
1536,768,384,grid
1536,768,512,grid
1536,768,2048,grid
1536,768,4096,grid
1536,1024,2,grid
1536,1024,64,grid
1536,1024,127,grid
1536,1024,128,grid
1536,1024,257,grid
1536,1024,384,grid
1536,1024,1024,grid
1536,1024,1536,grid
1536,1536,1,grid
1536,1536,8,grid
1536,1536,16,grid
1536,1536,32,grid
1536,1536,96,grid
1536,1536,128,grid
1536,1536,256,grid
1536,2048,1,grid
1536,2048,2,grid
1536,2048,32,grid
1536,2048,128,grid
1536,2048,129,grid
1536,2048,192,grid
1536,2048,256,grid
1536,2048,257,grid
1536,2048,384,grid
1536,2048,2048,grid
1536,2048,4096,grid
1536,4096,2,grid
1536,4096,4,grid
1536,4096,8,grid
1536,4096,16,grid
1536,4096,32,grid
1536,4096,128,grid
1536,4096,192,grid
1536,4096,256,grid
1536,4096,257,grid
1536,4096,512,grid
1536,4096,768,grid
1536,4096,1024,grid
1539,130,5914,random
1547,47,726,random
1560,2,4,random
1566,162,5330,random
1566,5281,226,random
1580,76,3,random
1594,1,8,random
1598,19,237,random
1604,2,3136,random
1615,2,34,random
1628,4538,49,random
1635,175,6492,random
1640,17,4,random
1647,8,9,random
1666,4229,41,random
1671,2,4,random
1685,132,21,random
1685,2518,5465,random
1707,3391,120,random
1717,20,5468,random
1731,2112,2745,random
1754,7,4487,random
1757,1457,1788,random
1783,5,30,random
1791,16,1649,random
1796,4,2,random
1823,17,5,random
1825,55,677,random
1834,115,25,random
1840,896,1,random
1851,294,2326,random
1855,2,2,random
1856,2,3767,random
1883,2738,4,random
1893,6,62,random
1909,3930,5,random
1913,17,8,random
1915,836,77,random
1954,224,15,random
1980,15,124,random
2008,20,4,random
2016,925,44,random
2022,861,4,random
2047,2,5,random
2048,1,1,tall
2048,1,16,grid
2048,1,64,grid
2048,1,96,grid
2048,1,127,grid
2048,1,128,grid
2048,1,129,grid
2048,1,192,grid
2048,1,257,grid
2048,1,384,grid
2048,1,512,grid
2048,1,1536,grid
2048,1,2048,grid
2048,1,4096,grid
2048,2,1,grid
2048,2,8,grid
2048,2,16,grid
2048,2,32,grid
2048,2,64,grid
2048,2,96,grid
2048,2,127,grid
2048,2,256,grid
2048,2,257,grid
2048,2,384,grid
2048,2,1024,grid
2048,2,1536,grid
2048,2,4096,grid
2048,4,8,grid
2048,4,64,grid
2048,4,96,grid
2048,4,192,grid
2048,4,256,grid
2048,4,1024,grid
2048,4,4096,grid
2048,8,1,grid
2048,8,2,grid
2048,8,4,grid
2048,8,8,grid
2048,8,32,grid
2048,8,96,grid
2048,8,127,grid
2048,8,128,grid
2048,8,129,grid
2048,8,192,grid
2048,8,257,grid
2048,8,512,grid
2048,8,1024,grid
2048,8,1536,grid
2048,16,8,grid
2048,16,16,tall
2048,16,64,grid
2048,16,128,grid
2048,16,129,grid
2048,16,192,grid
2048,16,384,grid
2048,16,512,grid
2048,16,768,grid
2048,16,1024,grid
2048,32,8,grid
2048,32,16,grid
2048,32,32,grid
2048,32,64,grid
2048,32,127,grid
2048,32,128,grid
2048,32,192,grid
2048,32,256,grid
2048,32,257,grid
2048,32,768,grid
2048,32,1024,grid
2048,32,2048,grid
2048,32,4096,grid
2048,64,1,grid
2048,64,4,grid
2048,64,16,grid
2048,64,32,grid
2048,64,64,tall
2048,64,127,grid
2048,64,192,grid
2048,64,256,grid
2048,64,257,grid
2048,64,512,grid
2048,64,1024,grid
2048,64,1536,grid
2048,64,2048,grid
2048,96,2,grid
2048,96,4,grid
2048,96,8,grid
2048,96,32,grid
2048,96,129,grid
2048,96,384,grid
2048,96,512,grid
2048,96,1024,grid
2048,96,2048,grid
2048,96,4096,grid
2048,127,1,grid
2048,127,4,grid
2048,127,16,grid
2048,127,32,grid
2048,127,64,grid
2048,127,96,grid
2048,127,127,grid
2048,127,257,grid
2048,127,384,grid
2048,127,768,grid
2048,127,1536,grid
2048,128,1,grid
2048,128,2,grid
2048,128,8,grid
2048,128,16,grid
2048,128,96,grid
2048,128,127,grid
2048,128,128,tall
2048,128,257,grid
2048,128,384,grid
2048,128,512,grid
2048,128,768,grid
2048,128,1024,grid
2048,128,1536,grid
2048,128,4096,grid
2048,129,1,grid
2048,129,2,grid
2048,129,4,grid
2048,129,8,grid
2048,129,16,grid
2048,129,32,grid
2048,129,192,grid
2048,129,256,grid
2048,129,384,grid
2048,129,512,grid
2048,129,768,grid
2048,129,1536,grid
2048,192,2,grid
2048,192,16,grid
2048,192,64,grid
2048,192,96,grid
2048,192,129,grid
2048,192,192,grid
2048,192,1536,grid
2048,192,2048,grid
2048,192,4096,grid
2048,256,2,grid
2048,256,4,grid
2048,256,8,grid
2048,256,192,grid
2048,256,256,tall
2048,256,257,grid
2048,256,512,grid
2048,256,2048,grid
2048,257,1,grid
2048,257,4,grid
2048,257,16,grid
2048,257,64,grid
2048,257,192,grid
2048,257,256,grid
2048,257,384,grid
2048,257,1024,grid
2048,257,2048,grid
2048,384,1,grid
2048,384,8,grid
2048,384,32,grid
2048,384,64,grid
2048,384,96,grid
2048,384,128,grid
2048,384,384,grid
2048,384,768,grid
2048,384,4096,grid
2048,512,1,grid
2048,512,2,grid
2048,512,4,grid
2048,512,16,grid
2048,512,64,grid
2048,512,96,grid
2048,512,127,grid
2048,512,128,grid
2048,512,256,grid
2048,512,512,grid
2048,512,768,grid
2048,512,1536,grid
2048,512,4096,grid
2048,768,2,grid
2048,768,16,grid
2048,768,32,grid
2048,768,64,grid
2048,768,127,grid
2048,768,128,grid
2048,768,129,grid
2048,768,256,grid
2048,768,768,grid
2048,768,1024,grid
2048,768,2048,grid
2048,768,4096,grid
2048,1024,1,grid
2048,1024,2,grid
2048,1024,4,grid
2048,1024,96,grid
2048,1024,256,grid
2048,1024,257,grid
2048,1024,768,grid
2048,1024,1024,grid
2048,1024,2048,grid
2048,1024,4096,grid
2048,1536,2,grid
2048,1536,127,grid
2048,1536,128,grid
2048,1536,257,grid
2048,1536,384,grid
2048,1536,4096,grid
2048,2048,1,grid
2048,2048,2,grid
2048,2048,4,grid
2048,2048,8,grid
2048,2048,16,grid
2048,2048,32,grid
2048,2048,64,grid
2048,2048,96,grid
2048,2048,128,grid
2048,2048,384,grid
2048,2048,512,grid
2048,2048,1024,grid
2048,2048,1536,grid
2048,2048,2048,grid
2048,4096,2,grid
2048,4096,8,grid
2048,4096,16,grid
2048,4096,32,grid
2048,4096,64,grid
2048,4096,127,grid
2048,4096,192,grid
2048,4096,384,grid
2048,4096,512,grid
2048,4096,768,grid
2048,4096,1024,grid
2048,4096,1536,grid
2049,1,1,tall
2049,8,8,tall
2049,16,16,tall
2049,64,64,tall
2049,128,128,tall
2049,256,256,tall
2049,2048,64,thinK
2056,1,1,tall
2056,8,8,tall
2056,16,16,tall
2056,64,64,tall
2056,128,128,tall
2056,256,256,tall
2056,2048,64,thinK
2062,781,14,random
2078,10,232,random
2081,1,1,tall
2081,8,8,tall
2081,16,16,tall
2081,64,64,tall
2081,128,128,tall
2081,256,256,tall
2081,2048,64,thinK
2101,129,500,random
2103,40,193,random
2103,760,282,random
2109,512,4,random
2110,3182,203,random
2112,1,1,tall
2112,8,8,tall
2112,16,16,tall
2112,64,64,tall
2112,128,128,tall
2112,256,256,tall
2112,2048,64,thinK
2144,1,1,tall
2144,8,8,tall
2144,16,16,tall
2144,64,64,tall
2144,128,128,tall
2144,256,256,tall
2144,2048,64,thinK
2146,1328,372,random
2147,5311,1441,random
2164,7,1742,random
2175,1,1,tall
2175,8,8,tall
2175,16,16,tall
2175,64,64,tall
2175,128,128,tall
2175,256,256,tall
2175,2048,64,thinK
2202,100,2,random
2210,40,2388,random
2231,5,56,random
2245,4013,5,random
2246,1514,3,random
2268,89,1261,random
2296,901,1509,random
2301,3,335,random
2303,5,3,random
2305,12,16,random
2346,3510,2,random
2363,153,904,random
2365,1243,2288,random
2379,275,5676,random
2397,2536,4117,random
2403,3,11,random
2415,6,14,random
2419,88,17,random
2422,1860,19,random
2433,288,101,random
2445,35,1566,random
2446,2905,4871,random
2460,75,14,random
2460,1255,762,random
2470,1028,44,random
2485,9,19,random
2490,8,3,random
2525,11,1954,random
2525,6836,7,random
2541,54,123,random
2542,17,1304,random
2550,6,166,random
2562,251,38,random
2564,4538,18,random
2566,2,3556,random
2582,12,1,random
2599,7,18,random
2621,50,2040,random
2622,4751,5,random
2623,32,2392,random
2624,12,6750,random
2649,988,44,random
2655,2491,69,random
2666,167,42,random
2682,46,1,random
2682,765,71,random
2746,78,3762,random
2779,6347,5,random
2791,7665,23,random
2793,644,10,random
2809,8,347,random
2810,244,67,random
2811,2,1,random
2826,758,636,random
2873,267,368,random
2877,86,17,random
2897,1380,4212,random
2907,29,1,random
2963,473,2068,random
2977,467,109,random
2983,452,1,random
3008,3,259,random
3036,8,140,random
3067,8,6117,random
3085,17,13,random
3162,1257,187,random
3163,3973,284,random
3177,13,533,random
3223,3,30,random
3232,2965,5575,random
3244,51,56,random
3250,1,342,random
3258,5021,1406,random
3280,546,2166,random
3304,22,92,random
3329,18,1,random
3332,146,1,random
3339,31,44,random
3413,44,128,random
3418,59,446,random
3427,16,28,random
3454,5728,1,random
3459,6267,364,random
3472,67,22,random
3482,1493,3,random
3505,6,125,random
3555,42,1,random
3591,2,2169,random
3599,204,8,random
3641,123,461,random
3641,4177,2468,random
3654,55,1227,random
3677,852,2,random
3728,1,2433,random
3838,49,25,random
3874,2598,462,random
3879,18,89,random
3920,51,49,random
4015,6,5,random
4038,40,34,random
4096,1,1,grid
4096,1,2,grid
4096,1,8,grid
4096,1,32,grid
4096,1,64,grid
4096,1,96,grid
4096,1,127,grid
4096,1,128,grid
4096,1,256,grid
4096,1,257,grid
4096,1,384,grid
4096,1,512,grid
4096,1,768,grid
4096,1,4096,grid
4096,2,1,grid
4096,2,32,grid
4096,2,96,grid
4096,2,128,grid
4096,2,192,grid
4096,2,257,grid
4096,2,512,grid
4096,2,768,grid
4096,2,1536,grid
4096,4,1,grid
4096,4,2,grid
4096,4,16,grid
4096,4,32,grid
4096,4,64,grid
4096,4,96,grid
4096,4,128,grid
4096,4,129,grid
4096,4,192,grid
4096,4,256,grid
4096,4,257,grid
4096,4,1024,grid
4096,4,4096,grid
4096,8,1,grid
4096,8,2,grid
4096,8,4,grid
4096,8,8,tall
4096,8,64,grid
4096,8,96,grid
4096,8,127,grid
4096,8,128,grid
4096,8,129,grid
4096,8,192,grid
4096,8,1536,grid
4096,8,2048,grid
4096,8,4096,grid
4096,16,1,grid
4096,16,2,grid
4096,16,16,grid
4096,16,64,grid
4096,16,128,grid
4096,16,129,grid
4096,16,192,grid
4096,16,257,grid
4096,16,1024,grid
4096,16,2048,grid
4096,32,2,grid
4096,32,4,grid
4096,32,8,grid
4096,32,96,grid
4096,32,128,grid
4096,32,129,grid
4096,32,192,grid
4096,32,384,grid
4096,32,768,grid
4096,64,1,grid
4096,64,32,grid
4096,64,64,tall
4096,64,127,grid
4096,64,129,grid
4096,64,192,grid
4096,64,256,grid
4096,64,257,grid
4096,64,768,grid
4096,64,1024,grid
4096,64,1536,grid
4096,64,2048,grid
4096,96,2,grid
4096,96,64,grid
4096,96,127,grid
4096,96,192,grid
4096,96,384,grid
4096,96,512,grid
4096,96,768,grid
4096,96,1024,grid
4096,96,1536,grid
4096,127,1,grid
4096,127,2,grid
4096,127,16,grid
4096,127,64,grid
4096,127,96,grid
4096,127,127,grid
4096,127,128,grid
4096,127,129,grid
4096,127,512,grid
4096,127,1024,grid
4096,127,2048,grid
4096,127,4096,grid
4096,128,2,grid
4096,128,16,grid
4096,128,64,grid
4096,128,96,grid
4096,128,127,grid
4096,128,128,grid
4096,128,192,grid
4096,128,384,grid
4096,128,512,grid
4096,128,768,grid
4096,128,2048,grid
4096,129,1,grid
4096,129,64,grid
4096,129,127,grid
4096,129,257,grid
4096,129,512,grid
4096,129,768,grid
4096,129,1536,grid
4096,129,4096,grid
4096,130,34,random
4096,192,2,grid
4096,192,8,grid
4096,192,16,grid
4096,192,32,grid
4096,192,64,grid
4096,192,128,grid
4096,192,129,grid
4096,192,256,grid
4096,192,384,grid
4096,192,512,grid
4096,192,768,grid
4096,192,1536,grid
4096,256,1,grid
4096,256,4,grid
4096,256,32,grid
4096,256,64,grid
4096,256,256,tall
4096,256,512,grid
4096,256,1024,grid
4096,257,1,grid
4096,257,8,grid
4096,257,16,grid
4096,257,128,grid
4096,257,257,grid
4096,257,768,grid
4096,257,1536,grid
4096,257,2048,grid
4096,257,4096,grid
4096,384,2,grid
4096,384,4,grid
4096,384,8,grid
4096,384,96,grid
4096,384,128,grid
4096,384,256,grid
4096,384,384,grid
4096,384,1024,grid
4096,512,1,grid
4096,512,4,grid
4096,512,16,grid
4096,512,32,grid
4096,512,129,grid
4096,512,192,grid
4096,512,256,grid
4096,512,257,grid
4096,768,1,grid
4096,768,2,grid
4096,768,16,grid
4096,768,127,grid
4096,768,256,grid
4096,768,257,grid
4096,768,384,grid
4096,768,768,grid
4096,768,1024,grid
4096,768,1536,grid
4096,1024,8,grid
4096,1024,32,grid
4096,1024,64,grid
4096,1024,96,grid
4096,1024,256,grid
4096,1024,384,grid
4096,1024,768,grid
4096,1024,1024,grid
4096,1024,1536,grid
4096,1024,2048,grid
4096,1536,1,grid
4096,1536,2,grid
4096,1536,16,grid
4096,1536,64,grid
4096,1536,127,grid
4096,1536,256,grid
4096,1536,768,grid
4096,1536,1536,grid
4096,1536,4096,grid
4096,2048,1,grid
4096,2048,2,grid
4096,2048,4,grid
4096,2048,16,grid
4096,2048,32,grid
4096,2048,96,grid
4096,2048,127,grid
4096,2048,256,grid
4096,2048,384,grid
4096,2048,512,grid
4096,2048,768,grid
4096,2048,1024,grid
4096,2048,1536,grid
4096,4096,1,grid
4096,4096,2,grid
4096,4096,8,grid
4096,4096,16,grid
4096,4096,64,grid
4096,4096,96,grid
4096,4096,256,grid
4096,4096,257,grid
4096,4096,1024,grid
4096,4096,4096,grid
4097,1,1,tall
4097,8,8,tall
4097,16,16,tall
4097,64,64,tall
4097,128,128,tall
4097,256,256,tall
4097,4096,64,thinK
4104,1,1,tall
4104,8,8,tall
4104,16,16,tall
4104,64,64,tall
4104,128,128,tall
4104,256,256,tall
4104,4096,64,thinK
4107,1981,3273,random
4127,18,191,random
4129,1,1,tall
4129,8,8,tall
4129,16,16,tall
4129,64,64,tall
4129,128,128,tall
4129,256,256,tall
4129,4096,64,thinK
4131,15,55,random
4151,618,231,random
4157,2,3,random
4160,1,1,tall
4160,8,8,tall
4160,16,16,tall
4160,64,64,tall
4160,128,128,tall
4160,256,256,tall
4160,4096,64,thinK
4171,10,604,random
4192,1,1,tall
4192,8,8,tall
4192,16,16,tall
4192,64,64,tall
4192,128,128,tall
4192,256,256,tall
4192,4096,64,thinK
4197,28,14,random
4198,95,1993,random
4223,1,1,tall
4223,8,8,tall
4223,16,16,tall
4223,64,64,tall
4223,128,128,tall
4223,256,256,tall
4223,4096,64,thinK
4233,2,9,random
4281,305,4788,random
4336,2,3836,random
4342,6188,111,random
4350,4523,188,random
4392,93,44,random
4442,2336,593,random
4444,179,604,random
4456,1,2,random
4468,3593,1,random
4558,6,794,random
4582,8085,4,random
4640,1,16,random
4640,1921,15,random
4697,3,1,random
4829,459,294,random
4833,3,6,random
4845,1,3567,random
4852,5057,5852,random
4870,4067,120,random
4896,4,7,random
4899,15,40,random
4909,1,347,random
4911,1958,86,random
4988,4224,2,random
4989,37,56,random
5004,17,3489,random
5047,4,4,random
5059,4704,3636,random
5070,514,88,random
5080,1,343,random
5086,182,147,random
5124,29,1,random
5160,100,5957,random
5210,186,58,random
5244,5,1,random
5379,76,17,random
5405,35,65,random
5437,159,14,random
5444,350,287,random
5488,1783,180,random
5496,7160,2,random
5582,1076,7488,random
5611,4,4114,random
5687,3,4477,random
5766,5,3,random
5773,3,887,random
5784,3439,1,random
5810,36,241,random
5824,956,2911,random
5829,672,2,random
5847,3297,1591,random
5866,102,59,random
5868,1718,23,random
5929,3,2720,random
5968,188,16,random
5998,42,2,random
6021,1580,2590,random
6059,26,71,random
6102,74,5273,random
6138,1,2397,random
6197,7,145,random
6253,85,1,random
6358,7,164,random
6371,45,3108,random
6413,23,8185,random
6464,7,2087,random
6471,165,137,random
6477,20,161,random
6480,7558,1836,random
6485,5,2548,random
6523,53,106,random
6608,5,54,random
6670,22,101,random
6678,1059,171,random
6701,2931,17,random
6794,2,592,random
6827,1957,7901,random
6867,3625,164,random
6873,1,1,random
7028,4,39,random
7068,12,398,random
7082,1776,1994,random
7103,179,1,random
7112,983,12,random
7127,814,16,random
7150,316,1454,random
7182,1026,88,random
7251,152,59,random
7275,37,452,random
7328,15,2487,random
7365,20,54,random
7377,2917,21,random
7431,94,912,random
7544,645,5047,random
7624,382,652,random
7810,110,46,random
7877,535,25,random
7884,345,1,random
7892,1518,473,random
7893,19,202,random
8002,98,90,random
8094,1734,2429,random
8151,1728,764,random
8169,2612,547,random
8183,1,1679,random
8192,1,1,tall
8192,8,8,tall
8192,16,16,tall
8192,64,64,tall
8192,128,128,tall
8192,256,256,tall
8192,8192,64,thinK
8193,1,1,tall
8193,8,8,tall
8193,16,16,tall
8193,64,64,tall
8193,128,128,tall
8193,256,256,tall
8193,8192,64,thinK
8200,1,1,tall
8200,8,8,tall
8200,16,16,tall
8200,64,64,tall
8200,128,128,tall
8200,256,256,tall
8200,8192,64,thinK
8225,1,1,tall
8225,8,8,tall
8225,16,16,tall
8225,64,64,tall
8225,128,128,tall
8225,256,256,tall
8225,8192,64,thinK
8256,1,1,tall
8256,8,8,tall
8256,16,16,tall
8256,64,64,tall
8256,128,128,tall
8256,256,256,tall
8256,8192,64,thinK
8288,1,1,tall
8288,8,8,tall
8288,16,16,tall
8288,64,64,tall
8288,128,128,tall
8288,256,256,tall
8288,8192,64,thinK
8319,1,1,tall
8319,8,8,tall
8319,16,16,tall
8319,64,64,tall
8319,128,128,tall
8319,256,256,tall
8319,8192,64,thinK
